1.880629756203587E-11,0.9413001780301372,1.298051496160235E-10,2.6719050101217754E-13,0.0,0.05869982181540814,1.77758909655978E-15,5.5742293281011124E-12,
6.146067800100713E-14,0.0,9.871788056672259E-12,0.0,0.0,0.999999999785959,0.0,2.0410769673563144E-10,
1.2009758512487311E-11,1.634412811141174E-5,4.79939814441448E-10,1.51503736660042E-11,3.5771054424247856E-14,6.732032879096985E-11,9.072358895790698E-11,0.9999836552067085,
1.0442725472385535E-10,3.885855924288075E-11,9.284136682609555E-8,1.7896093653237942E-14,7.409461219300289E-14,2.1485472593120444E-9,0.9999999041649801,7.017278144146131E-10,
4.24616937812764E-9,2.50341852676012E-13,2.4352317674212584E-8,0.9999992316874784,4.6069866919900557E-8,3.4898496358077947E-7,3.4463382424305635E-7,2.5129419611365716E-11,
3.2828140943284155E-13,4.951881512530579E-14,0.9999992367532595,2.09915414418764E-15,1.303147867656781E-12,7.632445576837677E-7,4.878033557053671E-13,1.2287839624837934E-14,
5.589328669646097E-6,0.003069655927393612,3.9555226933329126E-7,1.4306409069777306E-5,0.9953029874240309,1.0069318782045346E-6,0.0015989320312098357,7.126395480159592E-6,
0.9998542990772709,1.623065437897907E-7,1.1219170741358985E-4,1.1517148784228614E-9,3.20124939042656E-5,1.2854558335296978E-6,7.789308398346247E-10,4.702838897603141E-8,
0.12912435434537356,0.02602982969045422,2.46759203639098E-5,0.07331139665541088,0.0883564115584088,0.0,0.0,6.712735923712955E-6,
2.1607035433558768E-8,0.0,0.0011813599083244533,0.05426970644923865,0.2206972824121871,0.0,0.005693689023053257,0.0949602120458743,
0.014887168986611573,5.0149894652801075E-6,0.005775769375673695,0.08823089858831058,0.16122551889010767,3.2494940197085142E-6,0.03755799389422625,6.402984250866338E-4,
2.935961032151533E-7,0.0,0.0,0.09583918411432081,0.11593973051823589,0.0,0.008800423139680201,0.0014167437327780431,
0.05882040383556188,0.006578749177586128,0.003372886112909586,0.1712898664206219,0.1736269045734405,1.3085477747926818E-8,0.017909119038988803,0.035815531709483636,
0.028441145830872268,0.006948920196186295,6.730484852096391E-12,0.09642653677679837,0.056950869155064504,0.0,0.025290801638826795,0.03609872280024107,
0.09629522032738058,0.016338268248994484,0.0,0.10759009608300542,0.09278724747380852,0.0,0.04878683542106903,0.008680897858400226,
1.1770103692490464E-4,0.004191738226921847,0.0012082534581316867,0.041542098075716176,0.30861167380648147,9.50125866431267E-6,3.7934043041421535E-10,2.908080987304632E-10,
