公司,展示,机舱,座椅,概念图,形似,蜂巢
单元,配有,沙发椅,电子,显示屏
进入,座椅,坐直,平躺
传统,排式,座椅,相比,座椅,像是,蜂窝,变成,独立,单元,叠加,组成
中新网,外媒,报道,英国伦敦,专,客机,头等舱,商务,舱,设计,座椅,生产商,公布,机舱,使用,座椅,概念图
报道,称,组,概念图,客机,机舱,像是,蜂窝
传统,排式,座椅,相比,座椅,变成,独立,单元,叠加,组成
单元,配有,沙发椅,电子,显示屏
公司,设计,人员,表示,人们,航空,旅行,时,感到
想,电影,听,音乐,看书,睡觉,足够,空间
设计,人员,指出,座椅,优点,座椅,相比,空间
乘客,进出,座椅
感觉,像是,乘坐,越野车,出入
进入,座椅,坐直,平躺
报道,指出,表示,家庭,旅行,座椅,家庭成员,创造,隔阂
公司,负责人,表示,考虑,问题,建议,航空公司,采用,座椅,保留,传统,座椅,家庭,情侣,使用
表示,概念,座椅,旅行,环境,要求,乘客,出行,商务人士
设计,理论,阶段,公布,概念设计,公司,接到,航空公司,客机,生产商,意向,使用,垂询
