李克强,获赠,拜仁,球衣,德方,盼,世界杯,碰,国际足球,德国,新浪,竞技风暴,新浪网
视频,加载,请,李,总理,获赠,拜仁,球衣,李克强,获赠,拜仁,全队,签名,球衣,点击,观看,高清,组图,中新网,,记者,郭金超,李克强,总理,中南海,会见,来华访问,德国,巴伐利亚州,州长,泽霍夫,时,双方,谈及,德,足球,合作
泽霍夫,表示,拜仁,慕尼黑,足球队,希望,来华,比赛,愿,帮助,培训,潜力,球员,希望,德,中两国,足球队,世界杯,决赛,赛场,竞技
李克强,回应,愿意,德国,加强,合作,德,联合,双方,世界,机遇
州长,总理,赠送,印有,李克强,名字,全体,球员,签名,拜仁慕尼黑队,球衣
